,name,category,chain,chains,currentChainTvls
1148,Securo Finance,Indexes,Aurora,['BSC'],"{'BSC': 16.21097, 'Aurora': 0.7214, 'Avalanche': 11.59216, 'Polygon': 4.36895}"
1149,ApeSwap Lending,Lending,Binance,['BSC'],"{'BSC': 15139359.93537, 'BSC-borrowed': 10471514.05781, 'borrowed': 10471514.05781}"
1150,Aada,Lending,Cardano,['Cardano'],"{'Cardano': 1813189.22206, 'Cardano-staking': 356412.00296, 'staking': 356412.00296}"
1151,Moon Swap,Dexes,Conflux,['Conflux'],{'Conflux': 1964368.51034}
1152,LanternSwap,Dexes,Kava,['Kava'],{'Kava': 2.51853}
1153,Revert Compoundor,Services,Ethereum,['Arbitrum'],"{'BSC': 10632.72329, 'Optimism': 1285783.32223, 'Ethereum': 812151.14951, 'Polygon': 526416.83163, 'Arbitrum': 1959261.43205}"
1154,Baryon Network,Dexes,Binance,['BSC'],{'BSC': 1598281.10947}
1155,Metapoly,Lending,Kava,['Ethereum'],"{'Ethereum': 623.27971, 'Kava': 0, 'Ethereum-borrowed': 0, 'borrowed': 0, 'Kava-borrowed': 0}"
1156,Parallel Lending,Lending,Parallel,['Parallel'],"{'Heiko': 3766736.10451, 'Heiko-borrowed': 1412709.73563, 'borrowed': 3702171.76658, 'Parallel': 37703543.02503, 'Parallel-borrowed': 2289462.03096}"
1157,Parallel AMM,Dexes,Parallel,['Parallel'],"{'Heiko': 320204.95918, 'Parallel': 3845174.5159}"
1158,Parallel DAOfi,Payments,Parallel,['Parallel'],"{'Heiko': 361.6, 'Parallel': 1917.7}"
1159,Hubble Exchange,Derivatives,Avalanche,['Avalanche'],{'Avalanche': 3330381.76365}
1160,SiO2 Finance,Lending,Astar,['Astar'],"{'Astar-borrowed': 580922.96359, 'Astar': 4942554.97861, 'borrowed': 580922.96359}"
1161,MixSwap Finance,Farm,Binance,['BSC'],"{'BSC': 20.31605, 'BSC-staking': 2453.52549, 'pool2': 510.70254, 'BSC-pool2': 510.70254, 'staking': 2453.52549}"
1162,Drachma Exchange,Dexes,Solana,['Solana'],{'Solana': 0}
1163,MM Finance Polygon,Dexes,Polygon,['Polygon'],"{'Polygon': 2973786.65369, 'Polygon-staking': 136303.02757, 'staking': 136303.02757}"
1164,Huckleberry Lending,Lending,Moonriver,['Moonriver'],"{'Moonriver': 106195.52351, 'borrowed': 22862.16071, 'Moonriver-borrowed': 22862.16071}"
1165,Cone,Dexes,Binance,['BSC'],{'BSC': 69167.2974}
1166,Canto Dex,Dexes,Canto,['Canto'],{'Canto': 63123684.23129}
1167,Arcade xyz,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 14192110.1938, 'Ethereum-borrowed': 11189014.12621, 'borrowed': 11189014.12621}"
1168,Prophet,Prediction Market,Obyte,['Obyte'],{'Obyte': 10679.94324}
1169,Counterstake,Cross Chain,Obyte,['Ethereum'],"{'BSC': 4209.04535, 'Ethereum': 315293.63239, 'Kava': 457.17849, 'Polygon': 3578.01885, 'Obyte': 210824.94521}"
1170,DogeSwapOrg,Dexes,Dogechain,['Dogechain'],{'Dogechain': 829751.18174}
1171,Doge Shrek,Dexes,Dogechain,['Dogechain'],{'Dogechain': 11423.93227}
1172,Bourbon Defi,Dexes,Dogechain,['Dogechain'],{'Dogechain': 3578.03702}
1173,Mycelium Perpetual Swaps,Derivatives,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 831863.74053, 'Arbitrum': 5614706.4085, 'staking': 831863.74053}"
1174,SaucerSwap,Dexes,Hedera,['Hedera'],{}
1175,Yodeswap,Dexes,Dogechain,['Dogechain'],"{'Dogechain': 227643.76361, 'Dogechain-staking': 0, 'staking': 0}"
1176,XCarnival,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 60685.75222, 'Ethereum-borrowed': 3948.49872, 'borrowed': 3948.49872}"
1177,WanLend,Lending,Wanchain,['Wanchain'],"{'Wanchain-borrowed': 1317958.23954, 'Wanchain': 3104489.06792, 'borrowed': 1317958.23954}"
1178,Canto Lending,Lending,Canto,['Canto'],"{'Canto-borrowed': 335111.12781, 'borrowed': 335111.12781, 'Canto': 35318942.82631}"
1179,IPOR,Derivatives,Ethereum,['Ethereum'],{'Ethereum': 30603173.44301}
1180,RealT RMM Marketplace,Lending,xDai,['Gnosis'],"{'Gnosis': 7896649.02161, 'Gnosis-borrowed': 2463000.65701, 'borrowed': 2463000.65701}"
1181,Pangea Swap,Dexes,Klaytn,['Klaytn'],{'Klaytn': 9272045.6258}
1182,NEX,Derivatives,Aurora,['Optimism'],"{'Optimism': 112.37578, 'Aurora': 6.99521}"
1183,IcecreamSwap,Dexes,Bitgert,['CORE'],"{'Dogechain': 1714.57854, 'XDC': 63447.92271, 'Fuse': 8.48915, 'CORE': 905636.25343, 'Bitgert': 456777.38161}"
1184,Brise Swap,Dexes,Bitgert,['Bitgert'],{'Bitgert': 1551.07256}
1185,Sphynx,Dexes,Binance,['Bitgert'],"{'BSC': 384870.08503, 'Cronos': 50030.28273, 'Bitgert': 1358455.55265}"
1186,KibbleSwap,Dexes,Dogechain,['Dogechain'],"{'Dogechain': 1002823.69585, 'Dogechain-staking': 212934.31462, 'staking': 212934.31462}"
1187,DogMoney,Dexes,Dogechain,['Dogechain'],"{'Dogechain': 8393.94721, 'Dogechain-staking': 234.12908, 'staking': 234.12908}"
1188,Bancor V3,Dexes,Ethereum,['Ethereum'],{'Ethereum': 80840604.57027}
1189,Morpho Compound,Lending,Ethereum,['Ethereum'],"{'Ethereum': 18675768.39696, 'Ethereum-borrowed': 31053032.08819, 'borrowed': 31053032.08819}"
1190,DogePup,Farm,Dogechain,['Dogechain'],"{'Dogechain': 1402.08191, 'Dogechain-pool2': 60.46192, 'pool2': 60.46192, 'Dogechain-staking': 146.81509, 'staking': 146.81509}"
1191,OptiFi,Options,Solana,['Solana'],{'Solana': 0}
1192,FRAKT,NFT Lending,Solana,['Solana'],"{'Solana-borrowed': 941557.92037, 'Solana': 5196553.22077, 'borrowed': 941557.92037}"
1193,Demex,Dexes,Carbon,['Carbon'],{'Carbon': 1950810.24617}
1194,Fruits of Ryoshi,Farm,Dogechain,['Dogechain'],"{'Dogechain': 1242.27398, 'Dogechain-pool2': 41974.7007, 'pool2': 41974.7007, 'Dogechain-staking': 18390.02871, 'staking': 18390.02871}"
1195,JioSwap,Dexes,GodwokenV1,['GodwokenV1'],"{'Ethereum': 9.71177, 'GodwokenV1': 15492.11938, 'Meter': 1339.38181}"
1196,LaDAO Xocolatl,CDP,Polygon,['Polygon'],{'Polygon': 8605.07767}
1197,Forteswap,Dexes,Canto,['Canto'],{'Canto': 167894.27899}
1198,H2Odata,CDP,Ethereum,['Ethereum'],{'Ethereum': 300359.26067}
1199,Starswap Starcoin,Dexes,Starcoin,['Starcoin'],"{'Starcoin-staking': 40816.81563, 'Starcoin': 437664.18084, 'staking': 40816.81563}"
1200,Clever Protocol,Dexes,Dogechain,['Dogechain'],{'Dogechain': 32580.1175}
1201,Kanvas,NFT Marketplace,Kava,['Kava'],"{'Kava': 2834.56673, 'Kava-staking': 0, 'pool2': 7.40669, 'staking': 0, 'Kava-pool2': 7.40669}"
1202,Ocean One,Dexes,Mixin,['Mixin'],{'Mixin': 824044.8}
1203,Hodl Fox,Staking,Mixin,['Mixin'],{'Mixin': 1862932.47}
1204,Ribbon Earn,Options,Ethereum,['Ethereum'],"{'Ethereum': 6303075.59613, 'Ethereum-borrowed': 1635632.66851, 'borrowed': 1635632.66851}"
1205,BFly Finance,Lending,Starcoin,['Starcoin'],{'Starcoin': 180317.58817}
1206,Silo Finance,Lending,Ethereum,['Ethereum'],"{'Ethereum': 23068781.62635, 'Arbitrum-borrowed': 445809.06966, 'Ethereum-borrowed': 4364967.95809, 'Arbitrum': 1384295.95232, 'borrowed': 4810777.02776}"
1207,Router Protocol,Cross Chain,Ethereum,['Polygon'],"{'Optimism': 17213.91182, 'Kava': 7517.22905, 'Cronos': 0, 'Harmony': 0, 'BSC': 67157.9139, 'Ethereum': 85726.07326, 'Aurora': 0.03658, 'Avalanche': 52903.70114, 'Polygon': 183410.63878, 'Arbitrum': 20040.599, 'Fantom': 65722.83581}"
1208,MetaStreet,Lending,Ethereum,['Ethereum'],"{'Ethereum': 835269.54764, 'Ethereum-borrowed': 2197027.45643, 'borrowed': 2197027.45643}"
1209,Arbswap,Dexes,Arbitrum Nova,['Arbitrum'],"{'Arbitrum Nova': 575942.86865, 'Arbitrum': 1213459.57106}"
1210,RCPswap,Dexes,Arbitrum Nova,['Arbitrum Nova'],{'Arbitrum Nova': 176979.74227}
1211,Energyfi,Dexes,Moonbeam,['Moonbeam'],{'Moonbeam': 3509.49407}
1212,Bifrost Dex,Dexes,Bifrost,['Bifrost'],{'Bifrost': 4058477.21165}
1213,Compound V3,Lending,Ethereum,['Ethereum'],"{'Ethereum': 429566984.14805, 'Polygon': 8702081.31151, 'Ethereum-borrowed': 172098339.32894, 'Polygon-borrowed': 4528649.56253, 'borrowed': 176626988.89146}"
1214,Dogium Farm,Dexes,Dogechain,['Dogechain'],"{'Dogechain': 252.47628, 'Dogechain-pool2': 133.51369, 'pool2': 133.51369, 'Dogechain-staking': 43.91774, 'staking': 43.91774}"
1215,TiFi,Dexes,Binance,['BSC'],"{'BSC': 26987.48328, 'BSC-staking': 904446.78637, 'staking': 904446.78637}"
1216,UltronSwap,Dexes,Ultron,['Ultron'],"{'Ultron': 8461748.8638, 'Ultron-staking': 281742.11975, 'staking': 281742.11975}"
1217,WTFDOGE,Farm,Dogechain,['Dogechain'],"{'Dogechain': 95.39823, 'Dogechain-pool2': 0, 'pool2': 0, 'Dogechain-staking': 0, 'staking': 0}"
1218,Madmex,Derivatives,Polygon,['Polygon'],{'Polygon': 1431351.26296}
1219,Bitgert Swap,Dexes,Bitgert,['Bitgert'],{'Bitgert': 16719.08547}
1220,SSAP,Lending,Oasis,['CLV'],"{'Oasis-borrowed': 0, 'Oasis': 4.20232, 'CLV-borrowed': 32.57707, 'borrowed': 32.57707, 'CLV': 25.95108}"
1221,Helio Protocol,CDP,Binance,['BSC'],{'BSC': 67018954.4499}
1222,Phission Finance,Derivatives,Ethereum,['Ethereum'],"{'Ethereum': 982.59105, 'pool2': 479.93285, 'Ethereum-pool2': 479.93285}"
1223,Lif3 Swap,Dexes,Tombchain,['Tombchain'],"{'Tombchain': 935628.19633, 'Tombchain-staking': 109394.81739, 'staking': 109394.81739}"
1224,CantoSwap,Dexes,Canto,['Canto'],{'Canto': 106853.32511}
1225,Crescent Dex,Dexes,Crescent,['Crescent'],{'Crescent': 8217278.16874}
1226,Juggler Red,Dexes,Optimism,['Optimism'],{'Optimism': 741.21245}
1227,forlend,Lending,Findora,['Findora'],"{'Findora': 103527.12907, 'Findora-borrowed': 37134.69585, 'borrowed': 37134.69585}"
1228,KLEX Finance,Dexes,Klaytn,['Klaytn'],{'Klaytn': 327540.17297}
1229,Klaylend Finance,Farm,Klaytn,['Klaytn'],"{'Klaytn-pool2': 0, 'pool2': 0, 'Klaytn-staking': 0, 'Klaytn': 0, 'staking': 0}"
1230,Logium,Derivatives,Ethereum,['Ethereum'],{'Ethereum': 2317.06706}
1231,Junoswap,Dexes,Juno,['Juno'],{'Juno': 0}
1232,Roe Finance,Lending,Ethereum,['Ethereum'],"{'Arbitrum-borrowed': 10581.3817, 'Polygon-borrowed': 6140.14812, 'Ethereum': 173369.41699, 'Polygon': 57054.76718, 'Ethereum-borrowed': 209.61026, 'Arbitrum': 121835.80588, 'borrowed': 16931.14008}"
1233,Aurora Plus,Services,Aurora,['Aurora'],{'Aurora': 7901251.51868}
1234,ElonSwap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 415.56773}
1235,SweetSwap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 1887.7737}
1236,Goat Swap,Dexes,Solana,['Solana'],{'Solana': 252.28084}
1237,FNDZ,Dexes,Binance,['BSC'],"{'BSC': 27336.60104, 'BSC-staking': 85012.87233, 'staking': 85012.87233}"
1238,Ease.org,Insurance,Ethereum,['Ethereum'],"{'Ethereum': 6957196.54864, 'Ethereum-staking': 494660.92485, 'staking': 494660.92485}"
1239,RociFi V1,Lending,Polygon,['Polygon'],"{'Polygon': 32188.0431, 'Polygon-borrowed': 0, 'borrowed': 0}"
1240,Chocodoge,Algo-Stables,Dogechain,['Dogechain'],"{'Dogechain': 5995.16805, 'Dogechain-pool2': 1115.69269, 'pool2': 1115.69269, 'Dogechain-staking': 13.95444, 'staking': 13.95444}"
1241,VanSwap,Dexes,Vision,['Vision'],"{'Vision': 10191033.60007, 'Vision-staking': 528389.48703, 'staking': 528389.48703}"
1242,OpenSky Finance,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 339059.40449, 'Ethereum-borrowed': 123194.77605, 'borrowed': 123194.77605}"
1243,Powaa Protocol,Staking,Ethereum,['Ethereum'],{'Ethereum': 9119.6723}
1244,Interlay Collateral,Cross Chain,Interlay,['Interlay'],{'Interlay': 3950363.1}
1245,MetalSwap,Derivatives,Ethereum,['Ethereum'],"{'pool2': 37952.463, 'Polygon-pool2': 37952.463, 'BSC': 0, 'Ethereum': 504649.45312, 'BSC-staking': 314735.62131, 'Ethereum-staking': 387651.07246, 'staking': 702386.69377}"
1246,dAMM Finance,Uncollateralized Lending,Ethereum,['Ethereum'],"{'Ethereum': 360361.36735, 'Ethereum-borrowed': 77601.34414, 'borrowed': 77601.34414}"
1247,Polyo Exchange,Dexes,Binance,['BSC'],{'BSC': 0}
1248,Yupana,Lending,Tezos,['Tezos'],"{'Tezos-borrowed': 68053.79574, 'borrowed': 68053.79574, 'Tezos': 138847.65779}"
1249,DogeMuskSwap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 16907.19111}
1250,Fraxlend,Lending,Ethereum,['Ethereum'],{'Ethereum': 89028227.0432}
1251,Inuswap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 270.15583}
1252,Procyon,Farm,Cronos,['Cronos'],"{'Cronos': 65.46499, 'pool2': 2.0594, 'Cronos-pool2': 2.0594, 'Cronos-staking': 3.97561, 'staking': 3.97561}"
1253,Symphony Finance,Dexes,Optimism,['Polygon'],"{'Optimism': 3218.45586, 'Avalanche': 1041.40377, 'Polygon': 17970.32706}"
1254,Pluto,Reserve Currency,Waves,['Waves'],{'Waves': 1452897.18875}
1255,Hectagon,Staking,Binance,['BSC'],"{'BSC': 150074.57052, 'BSC-staking': 52150.57846, 'staking': 52150.57846}"
1256,BakedPotatoes,Staking,Dogechain,['Dogechain'],{'Dogechain': 0.88953}
1257,Chee Finance,Lending,Celo,['Meter'],"{'Meter-borrowed': 623.03968, 'BSC-borrowed': 226.23173, 'Meter': 430952.89834, 'BSC': 1113.42789, 'Celo': 42825.18115, 'borrowed': 162991.76378, 'Celo-borrowed': 162142.49237}"
1258,Aequinox,Dexes,Binance,['BSC'],{'BSC': 633431.04998}
1259,Algofi Swap,Dexes,Algorand,['Algorand'],{'Algorand': 1156891.3744}
1260,ScarySwap,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 2002.38889, 'staking': 2002.38889, 'Fantom': 39203.16624}"
1261,BoneSwap,Farm,Dogechain,['Dogechain'],"{'Dogechain': 539.79268, 'Dogechain-pool2': 323.35942, 'pool2': 323.35942, 'Dogechain-staking': 292.36705, 'staking': 292.36705}"
1262,SeaLightSwap,Dexes,Polygon,['Polygon'],{'Polygon': 43.18415}
1263,Muffin,Dexes,Ethereum,['Ethereum'],{'Ethereum': 117684.12557}
1264,OKCSwap,Dexes,OKExChain,['OKExChain'],{'OKExChain': 27554545.99867}
1265,FstSwap,Dexes,Binance,['BSC'],{'BSC': 1911675.14161}
1266,Titano Swych,Dexes,Binance,['BSC'],{'BSC': 4638791.08452}
1267,Orbit,Services,Polygon,['Polygon'],{'Polygon': 28882.11073}
1268,HopSwap,Dexes,Cronos,['Cronos'],{'Cronos': 25674.2088}
1269,MoonLift,Dexes,Binance,['BSC'],{'BSC': 1262.85837}
1270,W3swap,Dexes,Binance,['BSC'],{'BSC': 28782395.95214}
1271,PYEswap,Dexes,Binance,['BSC'],{'BSC': 14001.40581}
1272,UwU Lend,Lending,Ethereum,['Ethereum'],"{'Ethereum': 67889902.64692, 'pool2': 15007325.60966, 'Ethereum-borrowed': 163607047.59711, 'borrowed': 163607047.59711, 'Ethereum-pool2': 15007325.60966}"
1273,Wojak Finance,Dexes,Dogechain,['Dogechain'],"{'Dogechain': 24793.1984, 'Dogechain-staking': 16857.20637, 'staking': 16857.20637}"
1274,DOOAR,Dexes,Binance,['Solana'],"{'BSC': 728050.02487, 'Solana': 6334130.24105}"
1275,WinerySwap,Dexes,Binance,['BSC'],{'BSC': 762230.06877}
1276,Pls2e,Dexes,Binance,['BSC'],{'BSC': 41977.19905}
1277,ApexSwap,Dexes,Avalanche,['Avalanche'],{'Avalanche': 97.62943}
1278,Frax Swap,Dexes,Ethereum,['Ethereum'],"{'Moonbeam': 18.04882, 'BSC': 731.12489, 'Dogechain': 352136.93106, 'Ethereum': 67956826.032, 'Avalanche': 64.17179, 'Polygon': 283023.71266, 'Arbitrum': 235.18268, 'Fantom': 59.99445}"
1279,HipPoWSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 2960.52855}
1280,UniWswap AMM,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 167207.76326}
1281,PowSea,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 1684.71114}
1282,PoWSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 44195.53672}
1283,Redemption,Dexes,Fantom,['Fantom'],{'Fantom': 65096.88584}
1284,Capricorn Finance,Dexes,Cube,['Cube'],{'Cube': 91365.10165}
1285,Brainiac Finance,Lending,GodwokenV1,['GodwokenV1'],"{'pool2': 30889.89381, 'GodwokenV1-staking': 14738.05288, 'GodwokenV1-borrowed': 8300.75177, 'GodwokenV1': 67111.91629, 'GodwokenV1-pool2': 30889.89381, 'borrowed': 8300.75177, 'staking': 14738.05288}"
1286,AlienFi,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 819266.8277, 'Arbitrum': 6742337.26688, 'staking': 819266.8277}"
1287,KDex,Dexes,Kava,['Kava'],{'Kava': 1402.8}
1288,VoltSwap V2,Dexes,Meter,['Meter'],{'Meter': 2856867.4226}
1289,Lemma,Derivatives,Optimism,['Optimism'],{'Optimism': 233293.82764}
1290,Infy Protocol,NFT Lending,Kava,['Polygon'],"{'Kava': 0, 'Polygon': 1.04479}"
1291,Fliperino,Prediction Market,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 2.63295}
1292,DeFi Franc,CDP,Ethereum,['Ethereum'],"{'Ethereum': 16780617.18964, 'Ethereum-staking': 1984791.14474, 'staking': 1984791.14474}"
1293,FX Swap,Dexes,FunctionX,['FunctionX'],{'FunctionX': 1605211.40286}
1294,Trader Joe Lend,Lending,Avalanche,['Avalanche'],"{'Avalanche': 9291388.32037, 'borrowed': 5029497.67001, 'Avalanche-borrowed': 5029497.67001}"
1295,Sonne Finance,Lending,Optimism,['Optimism'],"{'Optimism': 48149725.45408, 'Optimism-borrowed': 108056756.59022, 'Optimism-staking': 5676338.36088, 'borrowed': 108056756.59022, 'staking': 5676338.36088}"
1296,Zircon Gamma,Dexes,Moonriver,['Moonriver'],"{'BSC': 36581.12478, 'Moonriver': 44342.96571}"
1297,DarkSwap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 10415.06095}
1298,XSwap Protocol,Dexes,XDC,['XDC'],{'XDC': 3104014.56188}
1299,X2Y2,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 4409842.97998, 'Ethereum-staking': 29946373.00186, 'staking': 29946373.00186}"
1300,Sushi Furo,Payments,Ethereum,['Ethereum'],"{'Optimism': 1.2072, 'Moonriver': 0, 'Gnosis-vesting': 0, 'Harmony-vesting': 0, 'Polygon-vesting': 6.0501, 'Harmony': 0, 'Fantom-vesting': 0, 'Avalanche-vesting': 814.52254, 'Moonriver-vesting': 0, 'BSC': 4.37177, 'Ethereum': 1346480.15026, 'Gnosis': 9.10849, 'vesting': 108306451.67584, 'Avalanche': 33.77336, 'Arbitrum': 1671.43064, 'Optimism-vesting': 2.81177, 'BSC-vesting': 1202395.07394, 'Moonbeam-vesting': 0, 'Fantom': 2.10635, 'Ethereum-vesting': 106154936.71481, 'Moonbeam': 0.40754, 'Polygon': 94640.11052, 'Arbitrum-vesting': 948296.50267}"
1301,Roketo,Payments,Near,['Near'],"{'vesting': 38425.10921, 'Near-vesting': 38425.10921, 'Near': 41481.36827}"
1302,Ribbon Lend,Uncollateralized Lending,Ethereum,['Ethereum'],"{'Ethereum': 1767624.83744, 'Ethereum-borrowed': 37.89652, 'borrowed': 37.89652}"
1303,Sushi Trident,Dexes,Polygon,['Bittorrent'],"{'Optimism': 2436119.46141, 'Metis': 159640.66523, 'Kava': 857984.16992, 'Bittorrent': 3442247.34282, 'BSC': 37163.73664, 'Avalanche': 66215.268, 'Polygon': 1540536.66214, 'Arbitrum': 1535492.72803}"
1304,Lifinity,Dexes,Solana,['Solana'],{'Solana': 4109907.41878}
1305,Zootopia Finance,Dexes,Binance,['BSC'],{'BSC': 8603.51995}
1306,EthwSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 3.62042}
1307,Blue Planet,Dexes,Binance,['BSC'],{'BSC': 1270109.69989}
1308,Amulet Protocol,Insurance,Solana,['Solana'],{'Solana': 111141.8}
1309,SuperBots,Services,Binance,['BSC'],"{'pool2': 5.33546, 'BSC-pool2': 0, 'Ethereum-pool2': 5.33546, 'BSC': 1428.71967, 'BSC-staking': 11124.28226, 'Ethereum-staking': 22604.11867, 'staking': 33728.40094}"
1310,PowerSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 91485.33018}
1311,OctoPow Finance,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 15962.70374}
1312,AlgoRai Finance,Options Vault,Algorand,['Algorand'],{'Algorand': 934991.91051}
1313,AnyHedge v0.11,Derivatives,Bitcoincash,['Bitcoincash'],{'Bitcoincash': 838488.8}
1314,LFGSwap EthereumPoW,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 173550.06195}
1315,DAO Swap,Dexes,Binance,['BSC'],{'BSC': 292057.46822}
1316,Morpho Aave,Lending,Ethereum,['Ethereum'],"{'Ethereum': 154281841.4775, 'Ethereum-borrowed': 219282569.27776, 'borrowed': 219282569.27776}"
1317,BabyDogeSwap,Dexes,Binance,['BSC'],"{'BSC': 41386143.59701, 'BSC-staking': 15412669.79027, 'staking': 15412669.79027}"
1318,CakeWSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 171.29026}
1319,OHMPOW,Dexes,EthereumPoW,['EthereumPoW'],"{'EthereumPoW-staking': 0, 'EthereumPoW': 0, 'staking': 0}"
1320,Quickswap Lend,Lending,Polygon,['Polygon'],"{'Polygon': 1683.08162, 'Polygon-borrowed': 232216.31067, 'borrowed': 232216.31067}"
1321,GooseFX,Dexes,Binance,['Solana'],"{'Solana-staking': 135009.33798, 'Solana': 20642.44288, 'staking': 135009.33798}"
1322,Arctic,Dexes,Aurora,['Aurora'],{'Aurora': 438606.54377}
1323,Fortress Loans,Lending,Binance,['BSC'],"{'BSC': 4755.84078, 'BSC-borrowed': 3382306.57161, 'borrowed': 3382306.57161}"
1324,TempleDAO Trade,Dexes,Ethereum,['Ethereum'],{'Ethereum': 0}
1325,PancakeSwap StableSwap,Dexes,Binance,['BSC'],{'BSC': 119960480.85459}
1326,Subzero ZSwap,Dexes,Avalanche,['Avalanche'],{'Avalanche': 72338.12218}
1327,Algomint,Algo-Stables,Algorand,['Algorand'],{'Algorand': 62.6326}
1328,Ape Finance,Lending,Ethereum,['Ethereum'],"{'Ethereum': 371565.5194, 'pool2': 15273.21502, 'Ethereum-pool2': 15273.21502}"
1329,handle.fi Perps,Derivatives,Arbitrum,['Arbitrum'],{'Arbitrum': 1469307.55871}
1330,StableDoin,Dexes,Dogechain,['Dogechain'],{'Dogechain': 219.69454}
1331,USDFI Lending,Lending,Binance,['BSC'],"{'BSC': 156881.99358, 'BSC-borrowed': 78254.98529, 'borrowed': 78254.98529}"
1332,Dolomite,Lending,Arbitrum,['Arbitrum'],{'Arbitrum': 1350828.61882}
1333,Real Protocol,CDP,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 0.1705}
1334,ECHSWAP,Dexes,Echelon,['Echelon'],{'Echelon': 0}
1335,Omnidex Lend,Lending,Telos,['Telos'],"{'Telos-borrowed': 821446.37164, 'Telos': 1138978.61026, 'borrowed': 821446.37164}"
1336,Beluga Protocol,Dexes,Solana,['Solana'],{'Solana': 303.5689}
1337,Gravis Finance,Dexes,Binance,['BSC'],"{'BSC': 30359.04287, 'Heco': 803.59191, 'Polygon': 12947.18774}"
1338,ION DAO,Synthetics,Osmosis,['Osmosis'],{'Osmosis': 1718703.6681}
1339,PRDT,Prediction Market,Binance,['BSC'],"{'BSC': 43582.01553, 'Polygon': 31760.12571}"
1340,Pando Rings,Lending,Mixin,['Mixin'],"{'Mixin': 11560322.07567, 'borrowed': 6892948.19226, 'Mixin-borrowed': 6892948.19226}"
1341,Pando Leaf,CDP,Mixin,['Mixin'],{'Mixin': 63053324.55907}
1342,Argo,CDP,Aptos,['Aptos'],{'Aptos': 191638.56492}
1343,LiquidSwap,Dexes,Aptos,['Aptos'],{'Aptos': 8402601.88465}
1344,Frog Swap,Dexes,Kekchain,['Kekchain'],{'Kekchain': 177.9705}
1345,KekSwap,Dexes,Kekchain,['Kekchain'],{'Kekchain': 241.88731}
1346,WEMIX.FI,Dexes,WEMIX,['WEMIX'],{'WEMIX': 14447945.80954}
1347,AUX Exchange,Dexes,Aptos,['Aptos'],{'Aptos': 111402.92179}
1348,AnimeSwap,Dexes,Aptos,['Aptos'],{'Aptos': 237592.70552}
1349,Vendor Finance,Lending,Arbitrum,['Arbitrum'],{'Arbitrum': 35968.08352}
1350,Wavelength DAO,Dexes,Velas,['Velas'],{'Velas': 1693703.39181}
1351,Aptoswap,Dexes,Aptos,['Aptos'],{'Aptos': 63174.60133}
1352,JOJO,Derivatives,Binance,['BSC'],{'BSC': 0.00174}
1353,AtoDEX,Dexes,Aptos,['Aptos'],{'Aptos': 36952.44576}
1354,Cega,Exotic Options,Solana,['Solana'],"{'Solana-borrowed': 1733093.5218, 'Solana': 13188844.05346, 'borrowed': 1733093.5218}"
1355,Aries Markets,Lending,Aptos,['Aptos'],"{'Aptos-borrowed': 139836.07197, 'Aptos': 786600.71303, 'borrowed': 139836.07197}"
1356,Silo Protocol,Options Vault,Algorand,['Algorand'],{'Algorand': 98.79921}
1357,PaperDAO,Lending,EthereumPoW,['EthereumPoW'],"{'EthereumPoW-borrowed': 7177.19689, 'EthereumPoW': 526.6162, 'borrowed': 7177.19689}"
1358,Spherium,Cross Chain,Ethereum,['Polygon'],"{'Optimism': 2915.22184, 'Cronos': 0, 'OKExChain': 0, 'Moonriver': 0, 'KCC': 0, 'Moonbeam': 0, 'BSC': 3027.79963, 'Ethereum': 4621.43172, 'Aurora': 0, 'Avalanche': 3123.02323, 'Polygon': 9415.7509, 'Arbitrum': 2780.92667, 'Fantom': 4087.09443}"
1359,MinerSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 0.00028}
1360,Evolve,Lending,Cronos,['Cronos'],"{'Cronos-borrowed': 144428.96078, 'Cronos': 486.2206, 'borrowed': 144428.96078}"
1361,Quickswap V3,Dexes,Polygon,['Polygon'],"{'Dogechain': 1700744.2136, 'Polygon': 53801479.45273}"
1362,Peaky Finance,Derivatives,Binance,['BSC'],{'BSC': 0.78474}
