,name,category,chain,chains,currentChainTvls,currentChainTvls_agg,Tokens
126,Moola Market,Lending,Celo,['Celo'],"{'Celo': 5348206.14065, 'borrowed': 1588574.65153, 'Celo-borrowed': 1588574.65153}",8525355.44371,"dict_keys(['Celo', 'borrowed', 'Celo-borrowed'])"
127,Energiswap,Dexes,Energi,['Energi'],{'Energi': 1767129.00632},1767129.00632,dict_keys(['Energi'])
128,WePiggy,Lending,Ethereum,['Ethereum'],"{'Optimism': 717549.6039, 'Oasis-borrowed': 7202.79973, 'Moonriver': 15941.75056, 'Harmony': 51733.50965, 'Harmony-borrowed': 62227.51942, 'BSC': 772696.18272, 'Ethereum': 2405012.98277, 'Oasis': 13598.09473, 'Heco': 9932.17104, 'Ethereum-borrowed': 3024393.66025, 'Arbitrum': 1121236.05984, 'borrowed': 4904453.43011, 'Heco-borrowed': 294.94132, 'Moonbeam-borrowed': 2426.70333, 'OKExChain': 1246816.3521, 'Arbitrum-borrowed': 746255.1588, 'Polygon-borrowed': 14041.18743, 'BSC-borrowed': 400080.24265, 'Moonriver-borrowed': 11091.7985, 'Aurora-borrowed': 178.96094, 'Moonbeam': 23107.42092, 'Aurora': 2495.70399, 'Optimism-borrowed': 143167.48425, 'Polygon': 49418.11434, 'OKExChain-borrowed': 493092.97349}",16238444.80678,"dict_keys(['Optimism', 'Oasis-borrowed', 'Moonriver', 'Harmony', 'Harmony-borrowed', 'BSC', 'Ethereum', 'Oasis', 'Heco', 'Ethereum-borrowed', 'Arbitrum', 'borrowed', 'Heco-borrowed', 'Moonbeam-borrowed', 'OKExChain', 'Arbitrum-borrowed', 'Polygon-borrowed', 'BSC-borrowed', 'Moonriver-borrowed', 'Aurora-borrowed', 'Moonbeam', 'Aurora', 'Optimism-borrowed', 'Polygon', 'OKExChain-borrowed'])"
129,Jarvis Network,Derivatives,Ethereum,['Polygon'],"{'Optimism': 509890.92984, 'BSC': 481514.56259, 'Gnosis': 104971.55539, 'Avalanche': 1118.9355, 'Polygon': 2059971.49955, 'Arbitrum': 1164545.89082}",4322013.37369,"dict_keys(['Optimism', 'BSC', 'Gnosis', 'Avalanche', 'Polygon', 'Arbitrum'])"
130,Mimo Protocol,CDP,Ethereum,['Ethereum'],"{'Ethereum': 16754803.69537, 'Polygon': 2256293.65823, 'Fantom': 462208.19789}",19473305.551489998,"dict_keys(['Ethereum', 'Polygon', 'Fantom'])"
131,Unicly,Dexes,Ethereum,['Ethereum'],{'Ethereum': 2034613.21583},2034613.21583,dict_keys(['Ethereum'])
132,Nsure,Insurance,Ethereum,['Ethereum'],{'Ethereum': 240662.73647},240662.73647,dict_keys(['Ethereum'])
133,SakePerp,Dexes,Ethereum,['Ethereum'],"{'BSC': 31927.61761, 'Ethereum': 168821.11745, 'BSC-staking': 5472.39622, 'Ethereum-staking': 14323.21434, 'staking': 19795.61056}",240339.95617999998,"dict_keys(['BSC', 'Ethereum', 'BSC-staking', 'Ethereum-staking', 'staking'])"
134,Sushi Kashi,Lending,Ethereum,['Ethereum'],"{'Arbitrum-borrowed': 26337.83973, 'Polygon-borrowed': 310642.65877, 'BSC-borrowed': 20369.34955, 'BSC': 14143.21034, 'Ethereum': 455541.19568, 'Avalanche': 1470.57427, 'Polygon': 45229.95566, 'Ethereum-borrowed': 1095805.68342, 'Arbitrum': 20564.62716, 'borrowed': 1460037.72387, 'Avalanche-borrowed': 6882.19241}",3457025.0108600003,"dict_keys(['Arbitrum-borrowed', 'Polygon-borrowed', 'BSC-borrowed', 'BSC', 'Ethereum', 'Avalanche', 'Polygon', 'Ethereum-borrowed', 'Arbitrum', 'borrowed', 'Avalanche-borrowed'])"
135,Fei Protocol,Algo-Stables,Ethereum,['Ethereum'],{'Ethereum': 5.79226},5.79226,dict_keys(['Ethereum'])
136,XDeFi,Dexes,Ethereum,['Ethereum'],{'Ethereum': 365375.2011},365375.2011,dict_keys(['Ethereum'])
137,Mirror,Derivatives,Terra,['Terra Classic'],{'Terra Classic': 0},0.0,dict_keys(['Terra Classic'])
138,Cometh,Dexes,Polygon,['Polygon'],{'Polygon': 895499.44004},895499.44004,dict_keys(['Polygon'])
139,Primitive,Dexes,Ethereum,['Ethereum'],{'Ethereum': 49536.31271},49536.31271,dict_keys(['Ethereum'])
140,QIAN,Synthetics,Ethereum,['Ethereum'],{'Ethereum': 4082.56984},4082.56984,dict_keys(['Ethereum'])
141,Set Protocol,Indexes,Ethereum,['Ethereum'],{'Ethereum': 88870662.99855},88870662.99855,dict_keys(['Ethereum'])
142,S Finance,Dexes,Ethereum,['Ethereum'],{'Ethereum': 175.56873},175.56873,dict_keys(['Ethereum'])
143,UniTrade,Dexes,Ethereum,['Ethereum'],{'Ethereum': 388477.70872},388477.70872,dict_keys(['Ethereum'])
144,Liquity,CDP,Ethereum,['Ethereum'],{'Ethereum': 711690520.98996},711690520.98996,dict_keys(['Ethereum'])
145,Honeyswap,Dexes,xDai,['Gnosis'],"{'Gnosis': 6122500.96938, 'Polygon': 87575.36301}",6210076.33239,"dict_keys(['Gnosis', 'Polygon'])"
146,Cryptex Finance,Indexes,Ethereum,['Ethereum'],"{'Optimism': 759.32921, 'pool2': 125484.16994, 'Ethereum-pool2': 125484.16994, 'Ethereum-treasury': 12253.80848, 'Ethereum': 858879.06711, 'Ethereum-staking': 28703.78713, 'treasury': 12253.80848, 'staking': 28703.78713}",1192521.9274199998,"dict_keys(['Optimism', 'pool2', 'Ethereum-pool2', 'Ethereum-treasury', 'Ethereum', 'Ethereum-staking', 'treasury', 'staking'])"
147,Serum,Dexes,Solana,['Solana'],{'Solana': 596348.83733},596348.83733,dict_keys(['Solana'])
148,Oxygen,Lending,Solana,['Solana'],"{'Solana-borrowed': 481980.67172, 'Solana': 464957.74128, 'borrowed': 481980.67172}",1428919.08472,"dict_keys(['Solana-borrowed', 'Solana', 'borrowed'])"
149,Yam Finance,Synthetics,Ethereum,['Ethereum'],{'Ethereum': 230242.62395},230242.62395,dict_keys(['Ethereum'])
150,Orca,Dexes,Solana,['Solana'],{},0.0,dict_keys([])
151,Serum Swap,Dexes,Solana,['Solana'],{'Solana': 154872.81484},154872.81484,dict_keys(['Solana'])
152,YetiSwap,Dexes,Avalanche,['Avalanche'],{'Avalanche': 102636.80928},102636.80928,dict_keys(['Avalanche'])
153,SpookySwap,Dexes,Fantom,['Fantom'],{'Fantom': 98948890.81992},98948890.81992,dict_keys(['Fantom'])
154,HyperJump,Dexes,Fantom,['Fantom'],"{'BSC': 249458.49581, 'Metis': 16667.4884, 'Fantom': 568084.96742}",834210.95163,"dict_keys(['BSC', 'Metis', 'Fantom'])"
155,Baguette,Dexes,Avalanche,['Avalanche'],{'Avalanche': 136223.61238},136223.61238,dict_keys(['Avalanche'])
156,Swapr,Dexes,Ethereum,['Gnosis'],"{'Ethereum': 1228076.16463, 'Gnosis': 10254294.23995, 'Arbitrum': 328259.38578}",11810629.790359998,"dict_keys(['Ethereum', 'Gnosis', 'Arbitrum'])"
157,Lydia,Dexes,Avalanche,['Avalanche'],{'Avalanche': 247994.27146},247994.27146,dict_keys(['Avalanche'])
158,PancakeSwap AMM,Dexes,Binance,['BSC'],"{'BSC': 2159680773.74773, 'Ethereum': 19261967.2663, 'BSC-staking': 1042260446.67479, 'Aptos': 25329797.1823, 'staking': 1042260446.67479}",4288793431.54591,"dict_keys(['BSC', 'Ethereum', 'BSC-staking', 'Aptos', 'staking'])"
159,Anchor,Lending,Terra,['Terra Classic'],"{'Avalanche': 47460.05264, 'Terra Classic-borrowed': 0.05134, 'Terra Classic': 2019787.23838, 'borrowed': 0.05134}",2067247.3937,"dict_keys(['Avalanche', 'Terra Classic-borrowed', 'Terra Classic', 'borrowed'])"
160,Balancer V2,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 1022446827.82718, 'Gnosis': 2861523.07432, 'Polygon': 122699378.25768, 'Arbitrum': 43149354.73889}",1191157083.8980699,"dict_keys(['Ethereum', 'Gnosis', 'Polygon', 'Arbitrum'])"
161,Zookeeper,Yield,Wanchain,['Wanchain'],"{'Wanchain': 3382447.44122, 'Avalanche': 995267.14954}",4377714.59076,"dict_keys(['Wanchain', 'Avalanche'])"
162,Levinswap,Dexes,xDai,['Gnosis'],"{'Gnosis': 426839.86474, 'staking': 0, 'Gnosis-staking': 0}",426839.86474,"dict_keys(['Gnosis', 'staking', 'Gnosis-staking'])"
163,BondAppetit,Lending,Ethereum,['Ethereum'],{'Ethereum': 35883.62},35883.62,dict_keys(['Ethereum'])
164,SpiritSwap AMM,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 3438008.66636, 'staking': 3438008.66636, 'Fantom': 10690602.39695}",17566619.729670003,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
165,Channels Finance,Lending,Heco,['Heco'],"{'Arbitrum-borrowed': 649.67899, 'BSC-borrowed': 58409.72761, 'BSC': 319040.86806, 'Heco': 3496561.07848, 'Arbitrum': 43892.31085, 'borrowed': 483807.24322, 'Heco-borrowed': 424747.83663}",4827108.74384,"dict_keys(['Arbitrum-borrowed', 'BSC-borrowed', 'BSC', 'Heco', 'Arbitrum', 'borrowed', 'Heco-borrowed'])"
166,Panda Chef,Farm,Binance,['BSC'],"{'BSC': 57442.84267, 'BSC-staking': 0, 'staking': 0}",57442.84267,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
167,Gondola Finance,Dexes,Avalanche,['Avalanche'],{'Avalanche': 5363.36332},5363.36332,dict_keys(['Avalanche'])
168,Waka Finance,Dexes,Fantom,['Fantom'],{'Fantom': 137242.20342},137242.20342,dict_keys(['Fantom'])
169,Lien,Options,Ethereum,['Ethereum'],{'Ethereum': 175601.87259},175601.87259,dict_keys(['Ethereum'])
170,QiDao,CDP,Polygon,['Polygon'],"{'Optimism': 9017025.5992, 'Metis': 2710895.98797, 'Moonriver': 96.76138, 'Harmony': 6237.91554, 'Moonbeam': 57611.7341, 'BSC': 592022.30507, 'Ethereum': 7666122.35215, 'Gnosis': 55707.95145, 'Avalanche': 860749.53989, 'Polygon': 26972620.64819, 'Arbitrum': 2493808.11596, 'Fantom': 9007650.28316}",59440549.19406,"dict_keys(['Optimism', 'Metis', 'Moonriver', 'Harmony', 'Moonbeam', 'BSC', 'Ethereum', 'Gnosis', 'Avalanche', 'Polygon', 'Arbitrum', 'Fantom'])"
171,ZilSwap,Dexes,Zilliqa,['Zilliqa'],{'Zilliqa': 5294533.50314},5294533.50314,dict_keys(['Zilliqa'])
172,Flamingo Finance,Dexes,NEO,['NEO'],{'NEO': 49857249.88821},49857249.88821,dict_keys(['NEO'])
173,Uniswap V3,Dexes,Ethereum,['Ethereum'],"{'Optimism': 51843491.87184, 'BSC': 11477531.16397, 'Ethereum': 2325748040.89475, 'Polygon': 92661512.35803, 'Celo': 1733855.272, 'Arbitrum': 179990388.3594}",2663454819.9199896,"dict_keys(['Optimism', 'BSC', 'Ethereum', 'Polygon', 'Celo', 'Arbitrum'])"
174,unFederalReserve,Lending,Ethereum,['Ethereum'],"{'Ethereum': 532873.52306, 'Ethereum-borrowed': 397515.91437, 'borrowed': 397515.91437}",1327905.3518,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
175,Fuji Finance,Lending,Ethereum,['Arbitrum'],"{'Optimism': 232.25885, 'Ethereum': 141339.0887, 'Polygon': 5565.73358, 'Arbitrum': 287912.39165, 'Fantom': 39161.90666}",474211.37944,"dict_keys(['Optimism', 'Ethereum', 'Polygon', 'Arbitrum', 'Fantom'])"
176,SecretSwap,Dexes,Secret,['Secret'],{'Secret': 1527187.9785},1527187.9785,dict_keys(['Secret'])
177,Convergence,Dexes,Ethereum,['Ethereum'],"{'Ethereum': 514242.82071, 'Moonbeam': 42938.01256}",557180.8332700001,"dict_keys(['Ethereum', 'Moonbeam'])"
178,Depth,Dexes,Heco,['Heco'],"{'BSC': 1086850.32508, 'Heco': 1764773.7937}",2851624.11878,"dict_keys(['BSC', 'Heco'])"
179,Maple,Uncollateralized Lending,Ethereum,['Ethereum'],"{'Solana-borrowed': 0, 'Ethereum': 2788356.61381, 'Ethereum-staking': 10586761.64131, 'Ethereum-borrowed': 23216427.91396, 'Solana': 22434.7993, 'borrowed': 23216427.91396, 'staking': 10586761.64131}",70417170.52365,"dict_keys(['Solana-borrowed', 'Ethereum', 'Ethereum-staking', 'Ethereum-borrowed', 'Solana', 'borrowed', 'staking'])"
180,Ram Protocol,Lending,ThunderCore,['ThunderCore'],"{'borrowed': 223008.99573, 'ThunderCore-borrowed': 223008.99573, 'ThunderCore': 953585.50591}",1399603.49737,"dict_keys(['borrowed', 'ThunderCore-borrowed', 'ThunderCore'])"
181,Yogi Finance,Dexes,Binance,['BSC'],"{'BSC': 0, 'Polygon': 0}",0.0,"dict_keys(['BSC', 'Polygon'])"
182,iTrust Finance,Insurance,Ethereum,['Ethereum'],{'Ethereum': 810124.4628},810124.4628,dict_keys(['Ethereum'])
183,BiSwap,Dexes,Binance,['BSC'],"{'BSC': 167850202.31318, 'BSC-staking': 49933047.25391, 'staking': 49933047.25391}",267716296.821,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
184,Fluity,CDP,Binance,['BSC'],{'BSC': 45010.60598},45010.60598,dict_keys(['BSC'])
185,YouSwap,Dexes,Heco,['Ethereum'],"{'BSC': 58709.06755, 'Ethereum': 100300.04982, 'Heco': 69778.93997}",228788.05734,"dict_keys(['BSC', 'Ethereum', 'Heco'])"
186,Sovryn,Dexes,RSK,['Rootstock'],{'Rootstock': 25092900.66},25092900.66,dict_keys(['Rootstock'])
187,Aquarius,CDP,Fantom,['Fantom'],{'Fantom': 15933.61372},15933.61372,dict_keys(['Fantom'])
188,PinkSwap,Dexes,Binance,['BSC'],"{'BSC': 576170.83622, 'BSC-staking': 4192.62103, 'staking': 4192.62103}",584556.0782800001,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
189,MakiSwap,Dexes,Heco,['Heco'],"{'Heco': 625991.17725, 'Heco-staking': 310862.4616, 'staking': 310862.4616}",1247716.10045,"dict_keys(['Heco', 'Heco-staking', 'staking'])"
190,MoneyOnChain,Lending,RSK,['Rootstock'],{'Rootstock': 45865038.01712},45865038.01712,dict_keys(['Rootstock'])
191,Firebird,Dexes,Polygon,['Polygon'],{'Polygon': 143533.62912},143533.62912,dict_keys(['Polygon'])
192,O3 Swap,Cross Chain,PolyNetwork,['BSC'],"{'Optimism': 396042.36, 'Metis': 37204.05, 'KCC': 42036.5, 'Cube': 53393.62, 'Bitgert': 45442.01, 'BSC': 1344117.76, 'Ethereum': 1158384.84, 'Gnosis': 34786.51, 'Astar': 12740.98, 'Avalanche': 348666.94, 'Polygon': 907591.11, 'Celo': 16610.95, 'Arbitrum': 709759.34, 'Fantom': 280547.29}",5387324.26,"dict_keys(['Optimism', 'Metis', 'KCC', 'Cube', 'Bitgert', 'BSC', 'Ethereum', 'Gnosis', 'Astar', 'Avalanche', 'Polygon', 'Celo', 'Arbitrum', 'Fantom'])"
193,Sifchain,Dexes,Sifchain,['Sifchain'],{'Sifchain': 72311.88553},72311.88553,dict_keys(['Sifchain'])
194,Alpaca Leveraged Yield Farming,Leveraged Farming,Binance,['BSC'],"{'BSC': 148495845.53923, 'BSC-staking': 20557204.9789, 'Fantom-staking': 575377.37346, 'staking': 21132582.35236, 'Fantom': 2410118.59837}",193171128.84232,"dict_keys(['BSC', 'BSC-staking', 'Fantom-staking', 'staking', 'Fantom'])"
195,Abracadabra,CDP,Ethereum,['Ethereum'],"{'Ethereum': 206418026.92084, 'Avalanche': 1167106.67126, 'Arbitrum': 30856209.20836, 'Fantom': 1034147.76136}",239475490.56181997,"dict_keys(['Ethereum', 'Avalanche', 'Arbitrum', 'Fantom'])"
196,FilDA,Lending,Heco,['IoTeX'],"{'Kava': 167.39438, 'BSC': 205.58303, 'IoTeX': 9530792.79021, 'Heco': 4010406.06092, 'Arbitrum': 24384.7385, 'borrowed': 2555072.21769, 'Heco-borrowed': 919617.21492, 'Arbitrum-borrowed': 1431.1048, 'REI-borrowed': 23149.44458, 'Elastos-borrowed': 170199.56488, 'Bittorrent-borrowed': 0, 'Polygon-borrowed': 1459.52687, 'BSC-borrowed': 2.3955, 'Bittorrent': 9.46951, 'Elastos': 925510.47519, 'Polygon': 12935.66909, 'REI': 79709.73516, 'IoTeX-borrowed': 1439124.9088, 'Kava-borrowed': 88.05736}",19694266.35139,"dict_keys(['Kava', 'BSC', 'IoTeX', 'Heco', 'Arbitrum', 'borrowed', 'Heco-borrowed', 'Arbitrum-borrowed', 'REI-borrowed', 'Elastos-borrowed', 'Bittorrent-borrowed', 'Polygon-borrowed', 'BSC-borrowed', 'Bittorrent', 'Elastos', 'Polygon', 'REI', 'IoTeX-borrowed', 'Kava-borrowed'])"
197,ZooCoin,Dexes,Fantom,['Fantom'],{'Fantom': 72192.3849},72192.3849,dict_keys(['Fantom'])
198,PadSwap,Dexes,Binance,['BSC'],"{'BSC': 249751.78407, 'BSC-staking': 0, 'Moonriver': 43743.80868, 'staking': 0, 'Moonbeam': 41183.98809}",334679.58084,"dict_keys(['BSC', 'BSC-staking', 'Moonriver', 'staking', 'Moonbeam'])"
199,Gravity Finance,Dexes,Polygon,['Polygon'],{'Polygon': 421400.98642},421400.98642,dict_keys(['Polygon'])
200,Aztec,Privacy,Ethereum,['Ethereum'],{'Ethereum': 21495624.15714},21495624.15714,dict_keys(['Ethereum'])
201,InsurAce,Insurance,Ethereum,['Ethereum'],"{'BSC': 923450.78029, 'Ethereum': 2751327.67991, 'Avalanche': 2449516.64723, 'Polygon': 2386226.30512}",8510521.41255,"dict_keys(['BSC', 'Ethereum', 'Avalanche', 'Polygon'])"
202,Dopple Finance,Algo-Stables,Binance,['BSC'],"{'BSC': 178146.29684, 'Harmony': 0.21392, 'Fantom': 154.81184}",178301.3226,"dict_keys(['BSC', 'Harmony', 'Fantom'])"
203,xDollar,CDP,Polygon,['IoTeX'],"{'Arbitrum-staking': 0, 'IoTeX': 264286.1982, 'Ethereum': 26208.43322, 'Avalanche': 7015.24008, 'Avalanche-staking': 0, 'Polygon': 53001, 'Polygon-staking': 0, 'Arbitrum': 10452.23262, 'staking': 0}",360963.10412000003,"dict_keys(['Arbitrum-staking', 'IoTeX', 'Ethereum', 'Avalanche', 'Avalanche-staking', 'Polygon', 'Polygon-staking', 'Arbitrum', 'staking'])"
204,MANTRA DAO,Lending,Ethereum,['Ethereum'],"{'pool2': 301041.57725, 'Polygon-pool2': 91004.88556, 'BSC-pool2': 0, 'Ethereum-pool2': 210036.69169, 'BSC': 0, 'Ethereum': 1278185.45867, 'BSC-staking': 5022040.86758, 'Ethereum-staking': 3362911.30776, 'Polygon': 0, 'Ethereum-borrowed': 17894420.63511, 'Polygon-staking': 839052.2929, 'borrowed': 17894420.63511, 'staking': 9224004.46825}",56117118.81988,"dict_keys(['pool2', 'Polygon-pool2', 'BSC-pool2', 'Ethereum-pool2', 'BSC', 'Ethereum', 'BSC-staking', 'Ethereum-staking', 'Polygon', 'Ethereum-borrowed', 'Polygon-staking', 'borrowed', 'staking'])"
205,Parrot Protocol,CDP,Solana,['Solana'],"{'Solana-staking': 19360950.04712, 'Solana': 9052630.89039, 'staking': 19360950.04712}",47774530.98463,"dict_keys(['Solana-staking', 'Solana', 'staking'])"
206,BabySwap,Dexes,Binance,['BSC'],"{'BSC': 12320660.28162, 'BSC-staking': 0, 'staking': 0}",12320660.28162,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
207,Iron Finance,CDP,Polygon,['Polygon'],"{'Polygon-borrowed': 46116.55136, 'Fantom-borrowed': 63.12716, 'Avalanche': 29.69914, 'Polygon': 803568.69644, 'borrowed': 46179.67851, 'Fantom': 1348.50774}",897306.26035,"dict_keys(['Polygon-borrowed', 'Fantom-borrowed', 'Avalanche', 'Polygon', 'borrowed', 'Fantom'])"
208,Perpetual Protocol,Derivatives,xDai,['Optimism'],"{'Optimism': 16971568.15199, 'Ethereum-staking': 1411005.40773, 'staking': 1411005.40773}",19793578.96745,"dict_keys(['Optimism', 'Ethereum-staking', 'staking'])"
209,ICHI Farm,CDP,Ethereum,['Ethereum'],"{'pool2': 404751.50565, 'Ethereum-pool2': 404751.50565, 'Ethereum': 10109287.28368, 'Polygon': 1267806.14748, 'Ethereum-staking': 1644583.91479, 'staking': 1644583.91479}",15475764.27204,"dict_keys(['pool2', 'Ethereum-pool2', 'Ethereum', 'Polygon', 'Ethereum-staking', 'staking'])"
210,Kaidex,Dexes,Kardia,['Kardia'],{'Kardia': 3843609.54803},3843609.54803,dict_keys(['Kardia'])
211,Kebab Finance,Dexes,Binance,['BSC'],"{'BSC': 51492.17495, 'BSC-staking': 0, 'staking': 0}",51492.17495,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
212,NFT20,NFT Marketplace,Ethereum,['Ethereum'],"{'pool2': 106703.22973, 'Ethereum-pool2': 106703.22973, 'Ethereum': 157848.78066, 'Polygon': 31.8414, 'Ethereum-staking': 431113.71965, 'staking': 431113.71965}",1233514.5208199997,"dict_keys(['pool2', 'Ethereum-pool2', 'Ethereum', 'Polygon', 'Ethereum-staking', 'staking'])"
213,CashCow Finance,Lending,Binance,['BSC'],"{'BSC': 106589.25749, 'BSC-staking': 2153.9627, 'BSC-borrowed': 45128.52673, 'borrowed': 45128.52673, 'staking': 2153.9627}",201154.23635,"dict_keys(['BSC', 'BSC-staking', 'BSC-borrowed', 'borrowed', 'staking'])"
214,Piggy,CDP,Binance,['BSC'],{'BSC': 24250.27698},24250.27698,dict_keys(['BSC'])
215,Hop Protocol,Cross Chain,Ethereum,['Ethereum'],"{'Optimism': 12342493.80453, 'Ethereum': 60577676.13884, 'Gnosis': 1300932.65415, 'Polygon': 6180716.15428, 'Arbitrum': 11901867.08164}",92303685.83344,"dict_keys(['Optimism', 'Ethereum', 'Gnosis', 'Polygon', 'Arbitrum'])"
216,Osmosis DEX,Dexes,Osmosis,['Osmosis'],{'Osmosis': 172897254.74154},172897254.74154,dict_keys(['Osmosis'])
217,KokomoSwap,Dexes,Binance,['BSC'],{'BSC': 21952.51586},21952.51586,dict_keys(['BSC'])
218,Rabbit Finance,Lending,Binance,['BSC'],"{'BSC': 819198.20842, 'BSC-staking': 0, 'staking': 0}",819198.20842,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
219,Nerve Staking,Dexes,Nuls,['Nuls'],{'Nuls': 2879495},2879495.0,dict_keys(['Nuls'])
220,Cardstarter,Launchpad,Ethereum,['Ethereum'],"{'Ethereum': 0, 'pool2': 661336.57554, 'Ethereum-staking': 273724.55006, 'staking': 273724.55006, 'Ethereum-pool2': 661336.57554}",1870122.2511999998,"dict_keys(['Ethereum', 'pool2', 'Ethereum-staking', 'staking', 'Ethereum-pool2'])"
221,LendHub,Lending,Heco,['Heco'],"{'Heco': 13164.13732, 'borrowed': 0, 'Heco-borrowed': 0}",13164.13732,"dict_keys(['Heco', 'borrowed', 'Heco-borrowed'])"
222,Premia,Options,Ethereum,['Arbitrum'],"{'Optimism': 1408993.81803, 'BSC': 10048.85339, 'Ethereum': 1699519.82351, 'Ethereum-staking': 5296811.59503, 'Arbitrum': 4267488.75486, 'Fantom': 1152519.00172, 'staking': 5296811.59503}",19132193.44157,"dict_keys(['Optimism', 'BSC', 'Ethereum', 'Ethereum-staking', 'Arbitrum', 'Fantom', 'staking'])"
